sale_id,product_id,client_id,quantity,unit_price,total_price,sale_date
66,712,29580,2,5.19,10.37,2025-02-08 0:00:00
67,775,29580,2,2024.99,4049.99,2024-09-10 0:00:00
68,778,29580,1,2024.99,2024.99,2024-08-08 0:00:00
69,709,29580,6,5.7,34.2,2025-05-20 0:00:00
70,776,29580,1,2024.99,2024.99,2024-07-25 0:00:00
71,764,30052,1,419.46,419.46,2025-02-15 0:00:00
72,753,30052,1,2146.96,2146.96,2025-05-22 0:00:00
73,732,30052,1,356.9,356.9,2025-01-09 0:00:00
74,756,30052,1,874.79,874.79,2025-05-28 0:00:00
75,768,30052,2,419.46,838.92,2025-05-29 0:00:00
76,766,30052,1,419.46,419.46,2025-04-10 0:00:00
77,710,29974,3,5.7,17.1,2024-08-07 0:00:00
78,773,29974,1,2039.99,2039.99,2024-08-19 0:00:00
79,778,29974,1,2024.99,2024.99,2024-10-27 0:00:00
80,775,29974,1,2024.99,2024.99,2024-08-30 0:00:00
81,756,29614,3,874.79,2624.38,2025-04-21 0:00:00
82,753,29614,2,2146.96,4293.92,2024-12-25 0:00:00
83,760,29614,7,419.46,2936.21,2025-06-18 0:00:00
84,765,29614,6,419.46,2516.75,2024-10-24 0:00:00
85,715,29614,6,28.84,173.04,2025-02-17 0:00:00
86,730,29614,6,183.94,1103.63,2024-08-31 0:00:00
87,707,29614,2,20.19,40.37,2025-05-23 0:00:00
88,711,29614,2,20.19,40.37,2025-05-31 0:00:00
89,754,29614,2,874.79,1749.59,2025-05-06 0:00:00
90,712,29614,4,5.19,20.75,2024-12-09 0:00:00
91,729,29614,2,183.94,367.88,2025-02-14 0:00:00
92,755,29614,3,874.79,2624.38,2025-03-29 0:00:00
93,761,29614,3,419.46,1258.38,2025-04-19 0:00:00
94,770,29614,2,419.46,838.92,2025-03-19 0:00:00
95,726,29614,3,183.94,551.81,2024-08-18 0:00:00
96,764,29614,2,419.46,838.92,2024-12-16 0:00:00
97,766,29614,2,419.46,838.92,2025-05-13 0:00:00
98,725,29614,2,183.94,367.88,2025-05-26 0:00:00
99,716,29614,1,28.84,28.84,2025-05-10 0:00:00
100,768,29614,2,419.46,838.92,2025-01-14 0:00:00
101,732,29614,4,356.9,1427.59,2024-07-29 0:00:00
102,758,29614,6,874.79,5248.76,2025-03-18 0:00:00
103,762,29614,4,419.46,1677.84,2024-10-15 0:00:00
104,738,29614,3,178.58,535.74,2024-10-07 0:00:00
105,714,29614,4,28.84,115.36,2024-12-02 0:00:00
106,722,29614,3,178.58,535.74,2024-10-04 0:00:00
107,708,29614,1,20.19,20.19,2025-06-25 0:00:00
108,733,29614,3,356.9,1070.69,2024-08-02 0:00:00
109,763,29614,3,419.46,1258.38,2024-12-09 0:00:00
110,747,29747,1,714.7,714.7,2025-05-22 0:00:00
111,710,29566,1,5.7,5.7,2024-08-01 0:00:00
112,709,29566,2,5.7,11.4,2025-03-15 0:00:00
113,773,29566,2,2039.99,4079.99,2024-09-20 0:00:00
114,776,29566,1,2024.99,2024.99,2025-06-12 0:00:00
115,753,29890,1,2146.96,2146.96,2025-07-10 0:00:00
116,714,29890,2,28.84,57.68,2024-09-25 0:00:00
117,756,29890,1,874.79,874.79,2024-07-20 0:00:00
118,768,29890,2,419.46,838.92,2025-01-02 0:00:00
119,732,29890,2,356.9,713.8,2024-10-29 0:00:00
120,763,29890,2,419.46,838.92,2024-07-30 0:00:00
121,755,29890,2,874.79,1749.59,2024-11-09 0:00:00
122,764,29890,2,419.46,838.92,2025-01-02 0:00:00
123,716,29890,1,28.84,28.84,2024-11-28 0:00:00
124,711,29890,1,20.19,20.19,2024-12-28 0:00:00
125,708,29890,1,20.19,20.19,2024-09-03 0:00:00
126,709,30067,6,5.7,34.2,2024-11-08 0:00:00
127,776,30067,2,2024.99,4049.99,2024-09-16 0:00:00
128,774,30067,1,2039.99,2039.99,2025-06-06 0:00:00
129,754,29844,1,874.79,874.79,2025-06-21 0:00:00
130,715,29844,3,28.84,86.52,2025-07-12 0:00:00
131,729,29844,1,183.94,183.94,2024-09-03 0:00:00
132,761,29844,2,419.46,838.92,2025-03-30 0:00:00
133,762,29844,1,419.46,419.46,2024-08-26 0:00:00
134,738,29844,2,178.58,357.16,2024-12-25 0:00:00
135,770,29844,2,419.46,838.92,2025-05-30 0:00:00
136,712,29844,1,5.19,5.19,2024-07-22 0:00:00
137,708,29844,2,20.19,40.37,2025-01-01 0:00:00
138,711,29844,1,20.19,20.19,2024-10-20 0:00:00
139,707,29844,4,20.19,80.75,2025-06-15 0:00:00
140,758,29596,3,874.79,2624.38,2025-04-28 0:00:00
141,761,29827,4,419.46,1677.84,2024-09-13 0:00:00
142,711,29827,5,20.19,100.93,2024-12-30 0:00:00
143,738,29827,2,178.58,357.16,2025-04-29 0:00:00
144,708,29827,1,20.19,20.19,2025-02-05 0:00:00
145,762,29827,2,419.46,838.92,2024-12-17 0:00:00
146,758,29827,2,874.79,1749.59,2024-12-20 0:00:00
147,712,29827,2,5.19,10.37,2025-06-03 0:00:00
148,754,29827,1,874.79,874.79,2024-08-26 0:00:00
149,715,29827,3,28.84,86.52,2025-06-11 0:00:00
150,776,29811,2,2024.99,4049.99,2024-09-17 0:00:00
151,778,29811,2,2024.99,4049.99,2024-09-10 0:00:00
152,710,29811,1,5.7,5.7,2024-10-10 0:00:00
153,775,29811,3,2024.99,6074.98,2025-04-02 0:00:00
154,709,29811,4,5.7,22.8,2025-05-21 0:00:00
155,715,29824,3,28.84,86.52,2024-08-17 0:00:00
156,753,29824,1,2146.96,2146.96,2025-06-08 0:00:00
157,758,29824,1,874.79,874.79,2024-09-29 0:00:00
158,770,29824,1,419.46,419.46,2024-11-16 0:00:00
159,708,29824,2,20.19,40.37,2024-08-08 0:00:00
160,760,29824,4,419.46,1677.84,2024-11-01 0:00:00
161,765,29824,2,419.46,838.92,2024-10-28 0:00:00
162,763,29824,1,419.46,419.46,2025-01-27 0:00:00
163,712,29824,5,5.19,25.93,2025-05-05 0:00:00
164,707,29824,1,20.19,20.19,2024-12-12 0:00:00
165,754,29824,1,874.79,874.79,2025-02-27 0:00:00
166,729,29824,2,183.94,367.88,2025-05-31 0:00:00
167,760,29889,1,419.46,419.46,2025-01-14 0:00:00
168,738,29889,2,178.58,357.16,2025-05-29 0:00:00
169,765,29889,1,419.46,419.46,2025-05-16 0:00:00
170,732,29889,2,356.9,713.8,2025-02-03 0:00:00
171,762,29889,3,419.46,1258.38,2024-10-22 0:00:00
172,761,29889,2,419.46,838.92,2025-03-18 0:00:00
173,712,29889,3,5.19,15.56,2025-01-31 0:00:00
174,708,29889,4,20.19,80.75,2025-03-31 0:00:00
175,729,29889,2,183.94,367.88,2025-06-05 0:00:00
176,756,29889,1,874.79,874.79,2024-11-06 0:00:00
177,725,29889,2,183.94,367.88,2025-06-02 0:00:00
178,716,29889,1,28.84,28.84,2024-12-30 0:00:00
179,770,29889,1,419.46,419.46,2025-03-07 0:00:00
180,758,29889,2,874.79,1749.59,2025-05-17 0:00:00
181,715,29889,2,28.84,57.68,2024-10-12 0:00:00
182,754,29889,1,874.79,874.79,2025-03-25 0:00:00
183,755,29889,1,874.79,874.79,2025-04-08 0:00:00
184,711,29889,3,20.19,60.56,2025-02-06 0:00:00
185,707,29889,1,20.19,20.19,2025-02-26 0:00:00
186,760,29761,1,419.46,419.46,2024-12-05 0:00:00
187,770,29761,2,419.46,838.92,2024-08-19 0:00:00
188,715,29761,2,28.84,57.68,2024-10-29 0:00:00
189,760,29489,3,419.46,1258.38,2024-09-09 0:00:00
190,756,29489,2,874.79,1749.59,2025-06-03 0:00:00
191,738,29489,2,178.58,357.16,2025-07-01 0:00:00
192,707,29489,4,20.19,80.75,2024-09-03 0:00:00
193,729,29489,1,183.94,183.94,2025-04-30 0:00:00
194,711,29489,1,20.19,20.19,2025-01-27 0:00:00
195,715,29489,2,28.84,57.68,2024-11-01 0:00:00
196,725,29489,2,183.94,367.88,2025-05-29 0:00:00
197,758,29489,1,874.79,874.79,2024-12-27 0:00:00
198,761,29489,1,419.46,419.46,2025-03-04 0:00:00
199,753,29489,2,2146.96,4293.92,2025-05-10 0:00:00
200,708,29489,2,20.19,40.37,2024-09-18 0:00:00
201,765,29489,3,419.46,1258.38,2024-12-14 0:00:00
202,712,29489,3,5.19,15.56,2025-01-30 0:00:00
203,763,29489,1,419.46,419.46,2024-12-30 0:00:00
204,715,29661,6,28.84,173.04,2025-03-13 0:00:00
205,762,29661,5,419.46,2097.29,2025-06-14 0:00:00
206,732,29661,1,356.9,356.9,2025-02-13 0:00:00
207,707,29661,1,20.19,20.19,2024-09-13 0:00:00
208,729,29661,1,183.94,183.94,2024-08-04 0:00:00
209,708,29661,2,20.19,40.37,2025-04-23 0:00:00
210,770,29661,3,419.46,1258.38,2025-03-24 0:00:00
211,730,29661,2,183.94,367.88,2024-08-31 0:00:00
212,758,29661,3,874.79,2624.38,2025-02-06 0:00:00
213,768,29661,1,419.46,419.46,2024-12-16 0:00:00
214,761,29661,2,419.46,838.92,2024-12-10 0:00:00
215,738,29661,2,178.58,357.16,2025-04-17 0:00:00
216,753,29661,1,2146.96,2146.96,2025-02-02 0:00:00
217,714,29661,2,28.84,57.68,2025-01-08 0:00:00
218,764,29661,2,419.46,838.92,2025-04-17 0:00:00
219,760,29661,2,419.46,838.92,2024-11-06 0:00:00
220,756,29661,1,874.79,874.79,2024-10-30 0:00:00
221,716,29661,2,28.84,57.68,2025-01-17 0:00:00
222,711,29661,2,20.19,40.37,2025-03-16 0:00:00
223,725,29661,1,183.94,183.94,2025-05-02 0:00:00
224,712,29661,2,5.19,10.37,2025-07-05 0:00:00
225,758,29759,2,874.79,1749.59,2024-12-29 0:00:00
226,762,29759,1,419.46,419.46,2024-11-23 0:00:00
227,760,29759,2,419.46,838.92,2024-12-13 0:00:00
228,770,29759,2,419.46,838.92,2025-07-09 0:00:00
229,715,29759,1,28.84,28.84,2025-03-15 0:00:00
230,776,29497,2,2024.99,4049.99,2024-11-25 0:00:00
231,715,29497,2,28.84,57.68,2025-05-11 0:00:00
232,773,29497,2,2039.99,4079.99,2025-07-18 0:00:00
233,774,29497,1,2039.99,2039.99,2025-02-04 0:00:00
234,708,29497,1,20.19,20.19,2025-04-19 0:00:00
235,711,29497,2,20.19,40.37,2024-08-29 0:00:00
236,712,29497,3,5.19,15.56,2024-11-11 0:00:00
237,775,29497,4,2024.99,8099.98,2024-10-12 0:00:00
238,777,29497,6,2024.99,12149.96,2024-10-06 0:00:00
239,772,29497,1,2039.99,2039.99,2024-12-10 0:00:00
240,707,29497,3,20.19,60.56,2024-11-13 0:00:00
241,778,29497,5,2024.99,10124.97,2024-12-19 0:00:00
242,709,29497,6,5.7,34.2,2024-09-08 0:00:00
243,754,29912,2,874.79,1749.59,2024-12-27 0:00:00
244,762,29912,2,419.46,838.92,2025-05-02 0:00:00
245,760,29912,1,419.46,419.46,2025-02-26 0:00:00
246,758,29912,2,874.79,1749.59,2025-03-24 0:00:00
247,770,29912,1,419.46,419.46,2025-02-15 0:00:00
248,763,29912,1,419.46,419.46,2025-05-28 0:00:00
249,765,30084,3,419.46,1258.38,2025-02-06 0:00:00
250,763,30084,1,419.46,419.46,2024-09-27 0:00:00
251,754,30084,1,874.79,874.79,2024-11-06 0:00:00
252,725,30084,1,183.94,183.94,2025-06-23 0:00:00
253,758,29606,3,874.79,2624.38,2025-04-18 0:00:00
254,762,29606,1,419.46,419.46,2025-07-03 0:00:00
255,770,29606,1,419.46,419.46,2025-02-01 0:00:00
256,768,29610,1,419.46,419.46,2025-05-19 0:00:00
257,765,29610,2,419.46,838.92,2025-02-02 0:00:00
258,725,29718,1,183.94,183.94,2024-10-07 0:00:00
259,760,29718,2,419.46,838.92,2025-01-07 0:00:00
260,762,29718,3,419.46,1258.38,2025-04-01 0:00:00
261,738,29718,1,178.58,178.58,2024-08-23 0:00:00
262,763,29718,1,419.46,419.46,2024-12-01 0:00:00
263,729,29718,2,183.94,367.88,2025-02-10 0:00:00
264,754,29718,2,874.79,1749.59,2025-04-07 0:00:00
265,758,29718,2,874.79,1749.59,2025-06-13 0:00:00
266,765,29718,3,419.46,1258.38,2024-11-23 0:00:00
267,770,29718,1,419.46,419.46,2024-08-02 0:00:00
268,753,29718,2,2146.96,4293.92,2024-09-13 0:00:00
269,764,29646,3,419.46,1258.38,2025-03-15 0:00:00
270,738,29646,2,178.58,357.16,2025-05-11 0:00:00
271,725,29646,2,183.94,367.88,2024-08-22 0:00:00
272,753,29646,1,2146.96,2146.96,2024-07-31 0:00:00
273,755,29646,2,874.79,1749.59,2025-06-07 0:00:00
274,766,29646,4,419.46,1677.84,2024-11-14 0:00:00
275,770,29646,2,419.46,838.92,2025-07-09 0:00:00
276,760,29646,7,419.46,2936.21,2025-06-08 0:00:00
277,726,29646,3,183.94,551.81,2025-01-26 0:00:00
278,722,29646,1,178.58,178.58,2025-07-03 0:00:00
279,763,29646,6,419.46,2516.75,2024-10-05 0:00:00
280,729,29646,2,183.94,367.88,2024-09-30 0:00:00
281,730,29646,2,183.94,367.88,2024-11-26 0:00:00
282,732,29646,2,356.9,713.8,2024-09-27 0:00:00
283,765,29646,5,419.46,2097.29,2025-06-06 0:00:00
284,768,29646,2,419.46,838.92,2025-05-20 0:00:00
285,761,29646,2,419.46,838.92,2025-02-02 0:00:00
286,758,29646,3,874.79,2624.38,2024-09-29 0:00:00
287,749,29646,2,2146.96,4293.92,2024-11-29 0:00:00
288,762,29646,9,419.46,3775.13,2024-10-13 0:00:00
289,754,29646,4,874.79,3499.18,2024-08-19 0:00:00
290,715,29533,1,28.84,28.84,2025-04-05 0:00:00
291,770,29533,1,419.46,419.46,2024-11-11 0:00:00
292,712,29533,2,5.19,10.37,2024-12-26 0:00:00
293,760,29533,2,419.46,838.92,2024-10-19 0:00:00
294,758,29570,1,874.79,874.79,2025-06-29 0:00:00
295,770,29992,5,419.46,2097.29,2025-07-08 0:00:00
296,725,29992,1,183.94,183.94,2024-07-26 0:00:00
297,754,29992,8,874.79,6998.35,2024-09-23 0:00:00
298,730,29992,2,183.94,367.88,2025-05-26 0:00:00
299,715,29992,10,28.84,288.4,2025-04-05 0:00:00
300,768,29992,1,419.46,419.46,2024-07-23 0:00:00
301,756,29992,4,874.79,3499.18,2025-06-20 0:00:00
302,738,29992,2,178.58,357.16,2025-02-12 0:00:00
303,758,29992,8,874.79,6998.35,2024-08-22 0:00:00
304,708,29992,3,20.19,60.56,2025-04-20 0:00:00
305,762,29992,6,419.46,2516.75,2025-01-15 0:00:00
306,732,29992,3,356.9,1070.69,2024-09-30 0:00:00
307,712,29992,6,5.19,31.12,2025-01-25 0:00:00
308,714,29992,4,28.84,115.36,2024-07-21 0:00:00
309,760,29992,7,419.46,2936.21,2025-01-06 0:00:00
310,755,29992,2,874.79,1749.59,2024-11-14 0:00:00
311,716,29992,4,28.84,115.36,2024-10-07 0:00:00
312,765,29992,2,419.46,838.92,2024-09-02 0:00:00
313,764,29992,1,419.46,419.46,2025-07-04 0:00:00
314,753,29992,2,2146.96,4293.92,2024-12-23 0:00:00
315,766,29992,1,419.46,419.46,2024-10-26 0:00:00
316,722,29992,1,178.58,178.58,2024-08-12 0:00:00
317,761,29992,3,419.46,1258.38,2025-01-25 0:00:00
318,711,29992,3,20.19,60.56,2024-12-15 0:00:00
319,763,29992,1,419.46,419.46,2025-01-08 0:00:00
320,729,29992,2,183.94,367.88,2024-09-12 0:00:00
321,707,29992,4,20.19,80.75,2024-11-16 0:00:00
322,726,29992,2,183.94,367.88,2024-09-27 0:00:00
323,716,29491,3,28.84,86.52,2025-07-11 0:00:00
324,773,29491,1,2039.99,2039.99,2024-11-11 0:00:00
325,709,29491,6,5.7,34.2,2025-03-11 0:00:00
326,707,29491,2,20.19,40.37,2024-10-29 0:00:00
327,771,29491,3,2039.99,6119.98,2025-01-04 0:00:00
328,708,29491,2,20.19,40.37,2025-01-10 0:00:00
329,774,29491,1,2039.99,2039.99,2024-07-21 0:00:00
330,777,29491,3,2024.99,6074.98,2025-02-22 0:00:00
331,772,29491,1,2039.99,2039.99,2025-07-09 0:00:00
332,778,29491,1,2024.99,2024.99,2024-08-12 0:00:00
333,776,29549,3,2024.99,6074.98,2024-12-17 0:00:00
334,771,29549,3,2039.99,6119.98,2025-06-04 0:00:00
335,715,29549,2,28.84,57.68,2024-09-10 0:00:00
336,772,29549,1,2039.99,2039.99,2024-08-24 0:00:00
337,716,29549,3,28.84,86.52,2024-08-10 0:00:00
338,707,29549,1,20.19,20.19,2024-07-23 0:00:00
339,708,29549,1,20.19,20.19,2025-05-31 0:00:00
340,774,29549,1,2039.99,2039.99,2024-11-04 0:00:00
341,773,29549,2,2039.99,4079.99,2025-06-09 0:00:00
342,712,29549,1,5.19,5.19,2025-02-08 0:00:00
343,711,29549,5,20.19,100.93,2024-09-04 0:00:00
344,774,29958,2,2039.99,4079.99,2025-07-06 0:00:00
345,748,29958,2,722.59,1445.19,2024-12-28 0:00:00
346,747,29958,1,714.7,714.7,2024-11-15 0:00:00
347,742,29958,1,722.59,722.59,2024-11-03 0:00:00
348,777,29958,5,2024.99,10124.97,2025-01-17 0:00:00
349,778,29958,6,2024.99,12149.96,2025-02-26 0:00:00
350,709,29958,2,5.7,11.4,2025-02-06 0:00:00
351,775,29958,5,2024.99,10124.97,2025-06-26 0:00:00
352,762,29849,1,419.46,419.46,2024-07-29 0:00:00
353,749,21768,1,3578.27,3578.27,2024-11-16 0:00:00
354,773,28389,1,3399.99,3399.99,2025-02-08 0:00:00
355,773,25863,1,3399.99,3399.99,2025-05-12 0:00:00
356,767,14501,1,699.1,699.1,2024-12-07 0:00:00
357,773,11003,1,3399.99,3399.99,2025-01-16 0:00:00
358,750,27645,1,3578.27,3578.27,2024-11-15 0:00:00
359,749,16624,1,3578.27,3578.27,2024-09-07 0:00:00
360,778,11005,1,3374.99,3374.99,2025-04-04 0:00:00
361,771,11011,1,3399.99,3399.99,2024-09-06 0:00:00
362,751,27621,1,3578.27,3578.27,2025-02-03 0:00:00
363,751,27616,1,3578.27,3578.27,2024-11-15 0:00:00
364,764,20042,1,699.1,699.1,2024-07-19 0:00:00
365,752,16351,1,3578.27,3578.27,2024-07-26 0:00:00
366,753,16517,1,3578.27,3578.27,2024-08-23 0:00:00
367,753,27606,1,3578.27,3578.27,2024-12-22 0:00:00
368,750,13513,1,3578.27,3578.27,2025-05-23 0:00:00
369,749,27601,1,3578.27,3578.27,2025-06-29 0:00:00
370,750,13591,1,3578.27,3578.27,2024-09-26 0:00:00
371,753,16483,1,3578.27,3578.27,2024-08-28 0:00:00
372,750,16529,1,3578.27,3578.27,2025-07-15 0:00:00
373,767,25249,1,699.1,699.1,2025-03-01 0:00:00
374,750,27668,1,3578.27,3578.27,2024-08-30 0:00:00
375,751,27612,1,3578.27,3578.27,2025-04-10 0:00:00
376,750,13264,1,3578.27,3578.27,2024-11-03 0:00:00
377,749,13590,1,3578.27,3578.27,2024-10-30 0:00:00
378,751,13581,1,3578.27,3578.27,2025-01-31 0:00:00
379,765,14520,1,699.1,699.1,2025-05-22 0:00:00
380,750,16520,1,3578.27,3578.27,2025-02-23 0:00:00
381,750,13258,1,3578.27,3578.27,2025-01-07 0:00:00
382,765,14560,1,699.1,699.1,2025-02-07 0:00:00
383,750,16607,1,3578.27,3578.27,2024-12-02 0:00:00
384,752,27666,1,3578.27,3578.27,2024-09-27 0:00:00
385,773,11238,1,3399.99,3399.99,2025-05-22 0:00:00
386,773,25861,1,3399.99,3399.99,2025-03-06 0:00:00
387,753,16629,1,3578.27,3578.27,2025-03-07 0:00:00
388,777,11025,1,3374.99,3374.99,2024-10-26 0:00:00
389,751,27577,1,3578.27,3578.27,2025-01-02 0:00:00
390,751,27604,1,3578.27,3578.27,2025-01-10 0:00:00
391,749,16522,1,3578.27,3578.27,2024-07-29 0:00:00
392,773,11002,1,3399.99,3399.99,2025-04-01 0:00:00
393,750,13261,1,3578.27,3578.27,2024-12-20 0:00:00
394,751,11606,1,3578.27,3578.27,2024-07-22 0:00:00
395,749,13563,1,3578.27,3578.27,2025-04-30 0:00:00
396,751,16527,1,3578.27,3578.27,2025-06-05 0:00:00
397,749,27671,1,3578.27,3578.27,2024-08-09 0:00:00
398,753,13576,1,3578.27,3578.27,2025-03-13 0:00:00
399,774,11007,1,3399.99,3399.99,2024-08-18 0:00:00
400,752,16631,1,3578.27,3578.27,2025-01-01 0:00:00
401,750,16514,1,3578.27,3578.27,2024-07-29 0:00:00
402,751,16616,1,3578.27,3578.27,2025-04-30 0:00:00
403,753,27623,1,3578.27,3578.27,2025-05-16 0:00:00
404,752,27625,1,3578.27,3578.27,2025-04-30 0:00:00
405,753,27636,1,3578.27,3578.27,2024-12-25 0:00:00
406,750,11591,1,3578.27,3578.27,2025-05-19 0:00:00
407,752,11592,1,3578.27,3578.27,2025-05-30 0:00:00
408,750,13265,1,3578.27,3578.27,2025-05-11 0:00:00
409,749,16482,1,3578.27,3578.27,2025-01-07 0:00:00
410,751,27617,1,3578.27,3578.27,2025-06-20 0:00:00
411,750,27670,1,3578.27,3578.27,2024-09-29 0:00:00
412,765,19941,1,699.1,699.1,2024-10-07 0:00:00
413,777,11017,1,3374.99,3374.99,2025-01-22 0:00:00
414,749,27646,1,3578.27,3578.27,2025-06-12 0:00:00
415,749,13257,1,3578.27,3578.27,2025-07-05 0:00:00
416,753,16352,1,3578.27,3578.27,2024-08-28 0:00:00
417,749,16493,1,3578.27,3578.27,2025-03-21 0:00:00
418,753,27578,1,3578.27,3578.27,2024-07-26 0:00:00
419,752,16525,1,3578.27,3578.27,2024-08-22 0:00:00
420,749,16612,1,3578.27,3578.27,2024-12-13 0:00:00
421,773,11010,1,3399.99,3399.99,2025-04-13 0:00:00
422,752,16518,1,3578.27,3578.27,2025-01-04 0:00:00
423,777,11001,1,3374.99,3374.99,2024-08-30 0:00:00
424,751,27649,1,3578.27,3578.27,2024-09-26 0:00:00
425,751,21659,1,3578.27,3578.27,2025-02-22 0:00:00
426,751,27614,1,3578.27,3578.27,2024-12-18 0:00:00
427,764,14559,1,699.1,699.1,2024-11-06 0:00:00
428,751,16524,1,3578.27,3578.27,2024-10-22 0:00:00
429,753,16526,1,3578.27,3578.27,2024-12-10 0:00:00
430,752,16348,1,3578.27,3578.27,2024-09-26 0:00:00
431,774,11027,1,3399.99,3399.99,2025-04-23 0:00:00
432,753,13260,1,3578.27,3578.27,2024-10-16 0:00:00
433,750,16515,1,3578.27,3578.27,2025-06-26 0:00:00
434,772,11018,1,3399.99,3399.99,2025-07-03 0:00:00
435,762,25252,1,699.1,699.1,2025-07-06 0:00:00
436,750,11599,1,3578.27,3578.27,2025-07-06 0:00:00
437,751,16495,1,3578.27,3578.27,2025-06-21 0:00:00
438,751,16516,1,3578.27,3578.27,2025-04-12 0:00:00
439,751,16620,1,3578.27,3578.27,2025-06-05 0:00:00
440,749,27667,1,3578.27,3578.27,2024-10-04 0:00:00
441,750,11601,1,3578.27,3578.27,2024-12-18 0:00:00
442,750,11607,1,3578.27,3578.27,2024-12-30 0:00:00
443,771,29385,1,3399.99,3399.99,2025-07-17 0:00:00
444,778,11239,1,3374.99,3374.99,2025-03-05 0:00:00
445,778,25865,1,3374.99,3374.99,2024-09-14 0:00:00
446,771,25857,1,3399.99,3399.99,2025-06-14 0:00:00
447,753,16484,1,3578.27,3578.27,2024-08-07 0:00:00
448,751,16623,1,3578.27,3578.27,2025-02-03 0:00:00
449,771,11000,1,3399.99,3399.99,2025-02-13 0:00:00
450,774,11029,1,3399.99,3399.99,2024-10-12 0:00:00
451,751,27615,1,3578.27,3578.27,2024-12-27 0:00:00
